NDB No	Nutr_No	Nutr_Val	Num_Data_Pts	CC
1117	454	0.9	2	
1121	454	0.8	2	
1123	454	0.6	15	
1124	454	0.3	4	
1125	454	0.9	4	
1128	454	0.7	4	
1129	454	0.6	4	
1199	454	0.7	1	
2003	454	16	1	
2009	454	2.8	1	
2010	454	3.9	1	
2011	454	1.4	1	
2015	454	29	1	
2020	454	6.1	1	
2021	454	3.4	1	
2024	454	1.9	1	
2026	454	0.4	1	
2027	454	9.8	1	
2028	454	7.1	1	
2029	454	1.8	1	
2030	454	8.9	2	
2033	454	0.9	1	
2043	454	9.7	1	
2044	454	0.4	1	
2046	454	0.2	1	
3003	454	3.1	11	
3006	454	6.9	1	
3011	454	6.6	7	
3013	454	12	11	
3016	454	4.7	3	
3054	454	1.1	3	
3091	454	0.1	2	
3104	454	0.3	2	
3121	454	0.5	1	
3130	454	0.4	2	
3189	454	21	1	
3298	454	2.3	14	
4025	454	0	2	
4027	454	0.4	1	
4044	454	0	1	
4053	454	0.1	1	
4114	454	0	1	
4582	454	0	1	
4585	454	0.1	1	
4613	454	0	1	
4629	454	0	1	
4636	454	1.8	1	
4638	454	0.3	1	
5006	454	7.8	1	
5009	454	5.6	1	
5011	454	8.5	1	
5013	454	5.7	1	
5027	454	17	4	
5028	454	13	4	
5173	454	2	1	
5174	454	1.8	1	
5175	454	3.3	1	
5176	454	3.1	1	
98055	454	44	1	
98056	454	18	1	
98058	454	15	1	
98059	454	15	1	
98060	454	18	1	
98061	454	19	1	
98062	454	19	1	
98063	454	1.1	1	
98064	454	41	1	
98069	454	1.7	1	
98070	454	12	1	
98071	454	19	1	
98080	454	13	1	
98082	454	2.5	3	
98083	454	0.1	1	
98084	454	6.6	2	
98085	454	6.4	6	
98086	454	12	7	
98087	454	6.1	7	
98088	454	8.4	6	
98089	454	5.7	2	
98092	454	0.4	1	
98094	454	1.7	4	
98095	454	2	4	
98096	454	7.8	13	
98097	454	7.6	11	
98099	454	44	1	
98100	454	16	2	
98101	454	4.3	1	
98102	454	1.1	1	
98103	454	21	1	
98104	454	0.3	1	
98105	454	0.1	2	
98106	454	0.5	1	
98107	454	0.2	1	
98108	454	2.9	1	
98110	454	8	4	
98111	454	11	4	
98112	454	11	4	
98114	454	0.3	1	
98116	454	36	2	
98119	454	22	1	
98121	454	1.1	1	
1001	455	5.4	1	
1009	455	4.6	1	
1012	455	2.5	1	
1014	455	1.8	1	
1015	455	2	1	
1017	455	5.6	1	
1029	455	3	1	
1040	455	4.2	1	
1046	455	4.6	1	
1049	455	2.1	1	
1056	455	2.7	2	
1069	455	0.3	3	
1077	455	0.7	1	
1079	455	0.9	2	
1082	455	0.7	1	
1085	455	0.7	1	
1103	455	0.8	1	
1117	455	1.1	2	
1121	455	1.1	2	
1123	455	11	15	
1124	455	0	4	
1125	455	45	4	
1128	455	17	4	
1129	455	14	4	
1199	455	1	1	
2003	455	0.4	1	
2009	455	0	1	
2010	455	0	1	
2011	455	0	1	
2015	455	0	1	
2020	455	0	1	
2021	455	0	1	
2024	455	0	1	
2026	455	0	1	
2027	455	0.2	1	
2028	455	0	1	
2029	455	0	1	
2030	455	0	2	
2033	455	0	1	
2043	455	0	1	
2044	455	0	1	
2046	455	0	1	
3003	455	5.6	11	
3006	455	7.5	1	
3011	455	9.3	7	
3013	455	5.8	11	
3016	455	6.8	3	
3054	455	1	3	
3091	455	0.4	2	
3104	455	0.2	2	
3121	455	0.4	1	
3130	455	0.6	2	
3189	455	0	1	
3298	455	1.7	14	
4025	455	0.9	2	
4027	455	0.6	1	
4044	455	0	1	
4053	455	0	1	
4114	455	0.1	1	
4582	455	0	1	
4585	455	0	1	
4613	455	0	1	
4629	455	0	1	
4636	455	0.4	1	
4638	455	0	1	
5006	455	8.5	1	
5009	455	12	1	
5011	455	11	1	
5013	455	15	1	
5027	455	4.7	4	
5028	455	15	4	
5173	455	19	1	
5174	455	25	1	
5175	455	14	1	
5176	455	22	1	
5177	455	16	1	
5178	455	26	1	
5312	455	14	1	
5313	455	14	2	
5320	455	15	1	
5661	455	32	4	
6019	455	0.8	2	
6030	455	0.2	1	
6159	455	0.4	1	
6164	455	0.1	1	
6931	455	0	2	
7007	455	4.3	2	
7022	455	3.2	2	
7024	455	7.3	4	
7063	455	6.2	4	
7064	455	6.9	5	
7075	455	4.7	1	
7945	455	3.3	2	
7949	455	5.5	2	
7950	455	4.9	3	
7952	455	4.4	2	
7953	455	6.9	3	
7954	455	6	1	
7955	455	6.8	1	
7956	455	6.2	1	
7957	455	5.1	1	
7958	455	10	1	
7959	455	5.2	3	
7960	455	4.1	1	
8001	455	0	1	
8012	455	0	1	
8013	455	0	1	
8014	455	0	1	
8020	455	0	1	
8030	455	0	1	
8061	455	0	1	
8065	455	0	2	
8067	455	2.1	2	
8074	455	0	1	
8077	455	0	1	
8084	455	2.7	2	
8089	455	0	1	
8092	455	2.4	1	
8093	455	0	1	
8105	455	0	1	
8121	455	0	1	
8147	455	0	1	
8202	455	5.1	1	
8218	455	0	1	
8231	455	0	1	
8259	455	0	1	
8333	455	0	1	
8363	455	0.9	2	
8383	455	5.5	1	
8389	455	0	1	
8435	455	0	1	
8504	455	3	2	
8505	455	2.9	1	
8506	455	0	1	
9003	455	0	1	
9032	455	0	1	
9038	455	0.1	2	
9040	455	0	1	
9042	455	0	1	
9050	455	0	1	
9078	455	0	1	
9087	455	0	2	
9094	455	0	2	
9112	455	0	2	
9132	455	0	2	
9135	455	0	1	
9148	455	0	2	
9160	455	0	1	
9181	455	0	1	
9191	455	0	1	
9202	455	0	2	
9209	455	0	2	
9214	455	0	1	
9218	455	0	1	
9236	455	0	1	
9252	455	0	3	
9257	455	0	1	
9291	455	0	2	
9298	455	0	2	
9302	455	0	1	
9316	455	0	1	
9326	455	0.1	1	
9370	455	0.2	1	
9421	455	0.2	1	
9429	455	0	1	
9430	455	0	1	
9433	455	0.2	1	
9434	455	0	1	
9435	455	0	1	
9436	455	0	1	
9437	455	0	1	
10006	455	3.6	4	
10007	455	5.2	4	
10060	455	6.1	4	
10061	455	7.6	4	
10066	455	5.3	4	
10068	455	7.5	4	
10084	455	6	4	
10085	455	9	4	
10123	455	3.9	4	
10219	455	5.9	4	
10220	455	8.2	4	
10860	455	9.3	4	
10861	455	11	4	
10862	455	10	4	
10864	455	1	1	
10865	455	5.9	1	
10867	455	8.3	2	
10868	455	8.1	4	
10869	455	7.7	2	
10870	455	4.5	2	
10871	455	4.4	2	
10872	455	4.7	2	
10873	455	13	2	
10874	455	9.6	2	
10875	455	13	1	
10876	455	6.5	1	
10877	455	8.3	2	
10878	455	5.5	4	
10879	455	5.9	4	
10880	455	5.2	4	
10881	455	10	2	
10882	455	6.3	4	
10883	455	6.7	3	
10884	455	5.5	4	
10894	455	3.6	1	
10895	455	2.8	1	
10898	455	18	1	
10899	455	12	3	
10931	455	10	3	
10932	455	9.2	3	
10933	455	12	3	
10934	455	8.5	3	
10938	455	10	3	
11001	455	0	1	
11008	455	0	1	
11011	455	0	1	
11012	455	0	1	
11061	455	0	1	
11080	455	0	1	
11084	455	0	2	
11090	455	0.1	2	
11091	455	0	1	
11096	455	0.1	2	
11097	455	0	5	
11099	455	0	1	
11109	455	0	1	
11110	455	0	1	
11112	455	0	1	
11113	455	0	1	
11124	455	0	1	
11125	455	0	1	
11136	455	0	1	
11143	455	0	2	
11179	455	0	1	
11205	455	0	1	
11206	455	0	1	
11211	455	0	1	
11212	455	0	1	
11234	455	0	1	
11250	455	0	2	
11251	455	0	3	
11252	455	0	2	
11257	455	0	1	
11260	455	0	1	
11282	455	0	1	
11286	455	0	1	
11294	455	0	2	
11313	455	0	1	
11333	455	0	1	
11339	455	0	1	
11353	455	0	1	
11354	455	0	2	
11355	455	0	3	
11356	455	0	3	
11357	455	0	2	
11358	455	0	2	
11402	455	0	2	
11403	455	0	3	
11429	455	0	2	
11439	455	0.2	2	
11463	455	0	3	
11464	455	0	2	
11478	455	0	1	
11508	455	0	2	
11529	455	0	2	
11546	455	0.1	1	
11549	455	0	1	
11644	455	0	1	
11657	455	0	1	
11821	455	0	1	
11921	455	0	1	
11935	455	0.1	2	
11937	455	0.3	1	
11940	455	0.2	1	
11960	455	0	1	
12036	455	0.7	2	
12061	455	0	5	
12078	455	0	2	
12109	455	0	1	
12118	455	0.1	1	
12120	455	0	5	
12142	455	0	5	
12147	455	0	5	
12154	455	0	1	
12155	455	0	5	
12201	455	0	1	
12220	455	0	1	
12516	455	0.7	1	
12586	455	0	5	
12632	455	0	5	
12652	455	0	8	
12663	455	0.4	1	
13325	455	14	4	
13326	455	24	4	
13327	455	24	4	
13497	455	8.3	1	
13498	455	5.1	1	
14003	455	0	2	
14006	455	0	2	
14096	455	0	1	
14106	455	0	2	
14150	455	0	1	
14209	455	0	3	
14218	455	0	1	
14242	455	0	1	
14287	455	0	1	
14292	455	0	1	
14347	455	2.6	2	
14400	455	0	4	
14416	455	0	2	
14542	455	0	1	
15016	455	1.4	1	
15027	455	1.7	5	
15073	455	1.8	2	
15086	455	1.8	1	
15087	455	2.1	3	
15121	455	2.9	1	
15138	455	0.3	1	
15141	455	4.4	1	
15152	455	6.6	2	
15232	455	2.4	2	
15236	455	3	1	
15237	455	3.4	1	
15260	455	2.5	4	
15261	455	2.7	3	
15262	455	4.1	1	
16006	455	0	1	
16010	455	0	1	
16011	455	0	2	
16034	455	0	2	
16037	455	0	1	
16038	455	0	1	
16039	455	0	2	
16042	455	0	1	
16043	455	0	4	
16087	455	0	4	
16097	455	0	3	
16098	455	0	2	
16108	455	0	2	
16117	455	0.8	2	
16120	455	0	1	
16123	455	0	1	
16126	455	0	1	
16127	455	0	1	
16147	455	0.5	2	
16399	455	0	1	
17202	455	17	2	
17203	455	28	2	
17204	455	27	2	
18001	455	0	2	
18002	455	0	2	
18009	455	0	1	
18012	455	1	1	
18013	455	0.9	1	
18029	455	0	1	
18030	455	0	1	
18064	455	0	1	
18065	455	0	1	
18069	455	0	2	
18075	455	0	2	
18101	455	2.9	1	
18141	455	1.5	1	
18159	455	0	1	
18173	455	0	5	
18215	455	0	1	
18228	455	0	1	
18229	455	0	1	
18232	455	1.1	6	
18246	455	0.7	4	
18248	455	1.1	1	
18249	455	0.8	1	
18258	455	0	1	
18259	455	0	1	
18262	455	0	1	
18263	455	0	1	
18273	455	1.4	1	
18274	455	2.2	1	
18288	455	1.3	1	
18290	455	0.9	1	
18301	455	0	1	
18360	455	0	1	
18363	455	0	1	
18364	455	0	1	
18375	455	1.2	1	
18452	455	0.3	1	
18488	455	0	1	
18489	455	0	1	
18927	455	0	1	
18936	455	1.3	2	
18939	455	0	1	
19003	455	0	1	
19008	455	0.4	2	
19015	455	0	1	
19034	455	0	1	
19035	455	0	2	
19047	455	0	2	
19056	455	0	1	
19057	455	0.7	1	
19058	455	0.4	1	
19076	455	0.3	1	
19078	455	0	1	
19095	455	2.6	1	
19120	455	1.9	1	
19141	455	1.1	2	
19183	455	0	2	
19226	455	0	1	
19230	455	0	1	
19270	455	2	1	
19296	455	0	1	
19297	455	0	3	
19304	455	0	1	
19334	455	0	2	
19404	455	0	1	
19411	455	0	1	
19444	455	0.2	1	
20001	455	0.7	1	
20009	455	0.4	1	
20010	455	0	1	
20013	455	0	1	
20015	455	0.2	1	
20020	455	1.9	1	
20022	455	0.5	2	
20033	455	3	2	
20035	455	0.7	1	
20037	455	0	1	
20038	455	2.5	1	
20045	455	0	2	
20063	455	1.6	1	
20080	455	2.9	2	
20081	455	0	2	
20109	455	0	1	
20110	455	0	1	
20120	455	0	2	
20121	455	0	2	
20131	455	0	1	
20138	455	1.8	1	
20142	455	0.2	1	
20317	455	0.7	1	
21005	455	5.3	1	
21007	455	6.1	1	
21009	455	2	1	
21011	455	4.2	1	
21014	455	4.6	1	
21020	455	2.6	1	
21022	455	4.9	1	
21024	455	0.2	1	
21026	455	0.2	1	
21060	455	0	1	
21064	455	0.8	1	
21078	455	0.8	1	
21080	455	1.5	1	
21082	455	2	1	
21083	455	1.3	1	
21089	455	3.3	1	
21098	455	2.9	1	
21100	455	3.6	3	
21102	455	3.2	3	
21106	455	1.2	2	
21107	455	2.6	6	
21114	455	3.1	2	
21138	455	0	3	
21202	455	3	3	
21226	455	1.3	1	
21229	455	5.3	5	
21230	455	2.6	1	
21299	455	2.3	8	
21300	455	2.4	7	
21301	455	1.5	3	
21302	455	2.7	7	
21303	455	2.7	7	
21304	455	1.3	4	
21388	455	0.9	1	
21401	455	4.9	3	
21409	455	4.7	1	
21410	455	4.4	1	
21411	455	4.7	1	
22247	455	0	1	
22902	455	1.3	1	
22903	455	1.8	1	
22904	455	1.5	1	
22905	455	1.1	1	
22912	455	0.7	1	
22916	455	1.2	1	
22927	455	0	1	
22928	455	0.2	1	
23030	455	7.7	1	
23031	455	11	1	
23032	455	7.9	1	
23033	455	14	1	
23034	455	7.2	1	
23035	455	11	1	
23036	455	8.5	1	
23037	455	7.1	1	
23038	455	11	1	
23039	455	7	1	
23040	455	11	1	
23041	455	6.2	1	
23042	455	12	1	
23043	455	7.4	1	
23044	455	11	1	
23045	455	7.5	1	
23046	455	11	1	
23047	455	8.1	1	
23048	455	12	1	
23049	455	7.2	1	
23050	455	12	1	
23051	455	7	1	
23052	455	12	1	
23065	455	12	1	
23557	455	6.3	1	
23558	455	7.6	1	
23562	455	6.1	1	
23563	455	7.7	1	
23567	455	5.8	1	
23568	455	7.9	1	
23572	455	5.6	1	
23573	455	8	1	
23577	455	5.4	1	
23578	455	8.2	1	
25000	455	0	1	
25013	455	0	1	
25014	455	0	1	
25017	455	0.8	1	
25020	455	0.9	1	
25021	455	2.7	1	
35009	455	20	1	
35015	455	0.1	1	
35055	455	20	1	
35056	455	8.1	1	
35149	455	4.1	4	
35150	455	1.3	1	
35151	455	1.4	1	
35152	455	1.5	1	
35153	455	1.8	1	
35155	455	0	1	
35157	455	8.7	1	
35158	455	13	1	
35160	455	27	1	
35161	455	32	1	
35162	455	11	1	
35164	455	12	1	
35165	455	32	1	
35166	455	12	1	
35167	455	11	1	
35168	455	14	1	
35169	455	7.4	1	
35171	455	15	2	
35179	455	0	2	
35180	455	4.2	1	
35181	455	2.2	1	
35182	455	5.6	1	
35184	455	25	1	
35187	455	2	1	
35188	455	4.4	3	
35190	455	11	2	
35193	455	0.1	1	
35196	455	0	1	
42187	455	1.8	1	
42289	455	0	2	
43133	455	0	1	
43261	455	1.4	1	
98001	455	0.4	1	
98005	455	0	1	
98010	455	0	1	
98011	455	0	2	
98013	455	0	2	
98014	455	0	1	
98015	455	0	1	
98019	455	0	1	
98020	455	0	1	
98021	455	0	1	
98022	455	7.9	1	
98024	455	1	1	
98026	455	0	1	
98028	455	0	1	
98029	455	0	1	
98030	455	2.7	2	
98031	455	0.7	1	
98032	455	1.3	1	
98033	455	0.7	2	
98034	455	1.2	1	
98035	455	1.3	1	
98039	455	0.9	1	
98041	455	4.9	1	
98042	455	5.2	3	
98043	455	5	2	
98047	455	4.1	1	
98050	455	1.8	1	
98051	455	3	1	
98052	455	2.8	1	
98055	455	2.5	1	
98056	455	3.6	1	
98058	455	0.9	1	
98059	455	1.1	1	
98060	455	1.5	1	
98061	455	2	1	
98062	455	2.4	1	
98063	455	2.6	1	
98064	455	1.2	1	
98069	455	1.6	1	
98070	455	1	1	
98071	455	1.4	1	
98080	455	5.6	1	
98082	455	7	3	
98083	455	0	1	
98084	455	11	2	
98085	455	8.9	6	
98086	455	12	7	
98087	455	13	7	
98088	455	9.7	6	
98089	455	11	2	
98092	455	15	1	
98094	455	5.5	4	
98095	455	8.5	4	
98096	455	6.7	13	
98097	455	6.3	11	
98099	455	2.1	1	
98100	455	17	2	
98101	455	18	1	
98102	455	0	1	
98103	455	0	1	
98104	455	0	1	
98105	455	0	2	
98106	455	0	1	
98107	455	0	1	
98108	455	0	1	
98110	455	6	4	
98111	455	9	4	
98112	455	7.4	4	
98114	455	0.2	1	
98116	455	4.3	2	
98119	455	3.8	1	
98121	455	1.8	1	
1001	421	19	1	B
1009	421	17	1	B
1012	421	18	1	B
1014	421	18	1	B
1015	421	16	1	B
1017	421	27	1	B
1029	421	14	1	B
1040	421	16	1	B
1046	421	36	1	B
1049	421	19	1	B
1056	421	19	2	B
